"","PolyA_1101","PolyA_1548","PolyA_1628","RiboDep_1101","RiboDep_1548","RiboDep_1628"
"g25146",0,0,5,65,141,80
"g25154",0,9,1,5,19,23
"g25152",2,8,0,12,17,23
"g25165",12,17,24,31,50,57
"g25158",0,7,5,22,39,31
"g25160",5,26,0,8,39,22
"g25171",93,84,41,27,47,35
"g25175",57,29,89,31,44,54
"g25183",13,5,0,0,41,44
"g25182",0,0,0,16,9,13
"g25189",4,0,24,11,17,18
"g25190",16,17,58,48,53,56
"g25193",721,280,427,41,48,64
"g25198",1,0,3,23,16,17
"g25199",109,22,27,58,113,72
"g25212",7,29,4,58,53,38
"g25225",28,10,35,52,81,87
"g25235",166,76,107,59,40,83
"g25241",0,41,10,148,381,146
"g25242",3,12,8,33,72,42
"g25239",9,2,11,38,166,77
"g25245",3316,2125,2074,204,305,324
"g25248",0,14,0,74,209,88
"g25247",357,345,264,82,166,108
"g25256",29,0,16,26,44,15
"g25249",555,315,311,41,58,42
"g25262",124,76,31,47,64,35
"g25264",18,23,9,66,118,105
"g25265",0,0,0,64,178,95
"g25270",0,0,0,4,7,7
"g25273",0,0,0,24,9,32
"g25272",6,0,0,18,0,15
"g25274",3,0,4,22,0,14
"g25283",5,11,4,30,33,40
"g25281",20,11,7,25,27,27
"g25282",6,20,10,26,30,36
"g25285",30,0,27,39,72,32
"g25289",138,78,116,99,153,102
"g25294",0,0,0,22,28,45
"g25295",0,0,0,26,36,23
"g25296",0,0,20,24,46,61
"g25297",64,18,103,46,59,58
"g25298",29,28,56,8,26,31
"g25309",220,118,147,44,69,66
"g25310",47,9,8,42,63,47
"g25315",132,77,66,24,52,34
"g25317",14,0,0,40,54,48
"g25316",69,28,0,62,54,51
"g25318",20,15,0,40,48,50
"g25366",0,0,0,2,7,7
"g25350",0,0,0,4,7,9
"g25351",0,1,0,17,71,28
"g25379",0,0,0,28,71,57
"g25376",27,22,9,20,43,33
"g25383",4,6,0,9,10,10
"g25387",2,0,0,29,59,56
"g25401",0,15,6,41,36,28
"g25403",51,33,37,28,38,26
"g25406",0,12,4,76,55,42
"g25408",23,10,9,11,32,9
"g25431",68,63,36,12,39,49
"g25432",745,415,412,41,73,76
"g25423",1297,742,666,72,157,109
"g25425",106,69,105,27,43,42
"g25429",2264,1365,1398,132,182,183
"g25430",1360,895,645,217,350,301
"g25436",69,27,21,103,146,150
"g25440",25,9,18,44,42,13
"g25447",0,0,0,5,34,21
"g25448",0,24,17,22,42,66
"g25458",1,0,0,4,24,29
"g25463",5,26,0,11,32,23
"g25470",1,11,27,25,39,18
"g25473",42,47,80,41,59,35
"g25474",9,5,11,23,37,54
"g25475",8,0,0,34,53,49
"g25476",0,8,11,18,40,23
"g25478",20,12,5,18,50,23
"g25479",9,25,28,16,26,14
"g25480",84,49,49,33,38,24
"g25481",29,14,0,49,44,42
"g25482",13,11,8,82,98,68
"g25489",424,191,359,18,35,45
"g25498",0,0,0,78,156,115
"g25497",175,108,112,42,69,43
"g25499",52,18,26,31,65,81
"g25505",440,193,294,26,53,29
"g25507",3,4,8,25,33,17
"g25514",9,0,0,12,39,22
"g25510",0,3,0,35,34,25
"g25509",33,13,11,43,43,30
"g25513",66,64,33,67,67,46
"g25516",25,31,12,19,60,46
"g25519",110,321,55,197,377,158
"g25527",13,9,0,47,60,39
"g25526",0,0,0,2,31,17
"g25521",31,27,52,26,36,21
"g25522",31,13,60,29,45,33
"g25524",1,8,0,18,30,33
"g25525",1,1,0,8,16,15
"g25533",4,1,0,6,26,36
"g25536",10,2,3,6,16,19
"g25537",2,8,12,24,51,58
"g25552",1,0,0,22,30,22
"g25582",3,0,0,35,71,24
"g25583",0,2,2,11,18,0
"g25584",19,18,36,16,23,20
"g25588",2,1,14,12,24,11
"g25589",2,5,15,20,24,9
"g25590",3,0,17,47,137,59
"g25591",21,0,21,26,28,43
"g25592",35,0,25,90,161,146
"g25553",0,0,6,17,23,25
"g25556",0,0,0,18,44,31
"g25557",0,0,0,26,21,49
"g25561",0,0,0,19,54,28
"g25565",0,0,0,78,77,66
"g25568",0,0,0,34,72,50
"g25569",0,0,0,16,20,17
"g25570",0,0,0,36,42,37
"g25571",0,0,0,28,15,25
"g25572",0,0,0,13,58,27
"g25573",0,0,0,11,35,14
"g25555",27,15,9,17,17,17
"g25558",17,7,12,14,23,27
"g25563",0,0,1,15,29,23
"g25564",3,0,2,45,47,44
"g25566",8,0,0,89,118,94
"g25567",32,0,7,49,53,92
"g25576",4,0,0,13,10,13
"g25577",7,0,4,28,46,36
"g25579",3,0,3,34,46,61
"g25595",4,4,4,57,119,108
"g25594",6,0,0,11,12,13
"g25599",46,14,16,47,102,111
"g25605",6,18,0,59,102,86
"g25607",23,13,7,27,30,26
"g25602",144,35,25,28,41,41
"g25603",64,19,16,9,37,18
"g25604",46,12,7,11,25,28
"g25627",13,1,0,49,83,39
"g25628",3,4,0,32,31,21
"g25609",0,0,0,9,20,13
"g25612",0,0,0,10,14,16
"g25614",0,0,0,11,28,14
"g25615",0,0,0,3,10,14
"g25619",0,0,0,11,4,17
"g25622",0,0,0,19,31,27
"g25623",0,0,0,4,16,9
"g25624",0,0,0,18,6,13
"g25625",0,0,0,10,22,51
"g25616",35,33,18,60,79,87
"g25617",4,5,5,6,9,11
"g25620",7,0,0,28,62,40
"g25633",529,435,557,48,67,74
"g25634",8,9,17,13,22,16
"g25635",47,21,42,48,99,67
"g25637",1,0,0,11,15,14
"g25641",1,0,0,13,34,49
"g25644",4,0,6,39,56,35
"g25651",6,0,0,78,62,87
"g25636",1648,1148,1616,136,143,213
"g25663",3,1,0,35,49,12
"g25679",4,0,0,27,39,38
"g25681",340,274,331,22,55,29
"g25688",93,213,221,96,139,140
"g25689",5,15,6,72,86,78
"g25694",4,0,0,16,13,19
"g25700",2,2,5,41,60,64
"g25706",0,0,0,36,36,34
"g25704",7,16,14,5,43,29
"g25707",13,10,15,17,57,48
"g25709",482,333,284,32,59,58
"g25718",6,3,0,0,29,13
"g25715",0,0,0,3,32,7
"g25716",0,0,0,5,24,12
"g25717",75,49,118,188,235,245
"g25737",5,0,0,27,24,20
"g25738",0,51,0,32,123,112
"g25739",99,110,50,55,117,88
"g25770",23,0,0,59,26,64
"g25783",1,2,2,19,46,30
"g25797",0,0,0,15,29,38
"g25798",11,12,3,3,11,15
"g25803",171,106,155,55,98,62
"g25819",14,14,5,22,49,44
"g25820",8,8,0,11,33,39
"g25841",0,11,0,15,15,18
"g25838",0,4,9,10,19,4
"g25842",3,2,6,62,106,75
"g25845",10,0,0,23,47,41
"g25847",0,0,0,24,78,64
"g25850",2,1,0,85,134,103
"g25851",1,0,0,117,0,147
"g25852",1,0,0,14,33,22
"g25855",0,0,0,13,11,9
"g25856",30,11,9,0,36,33
"g25864",2,0,0,29,14,16
"g25865",2,1,0,68,57,39
"g25871",0,0,0,4,15,20
"g25875",2,0,0,10,15,7
"g25882",4,1,0,23,53,67
"g25888",3,0,0,35,39,20
"g25884",32,0,0,61,81,79
"g25890",3,2,2,34,60,47
"g25894",0,0,0,26,31,12
"g25904",4,0,2,2,13,20
"g25914",2,5,13,29,53,95
"g25913",75,27,42,94,99,178
"g25931",199,173,137,39,82,74
"g25923",0,0,0,14,8,24
"g25929",0,0,0,6,9,6
"g25919",10,1,4,4,18,48
"g25922",28,10,57,24,13,25
"g25935",143,138,76,37,82,62
"g25936",131,103,192,40,82,58
"g25934",4559,2474,2669,304,372,346
"g25937",174,71,104,38,65,63
"g25943",0,0,0,5,12,9
"g25944",0,0,0,15,15,5
"g25945",0,0,0,8,22,14
"g25951",0,0,0,52,59,49
"g25959",0,2,4,3,8,12
"g25961",0,0,0,59,82,79
"g25963",0,0,0,8,19,17
"g25967",0,12,42,35,76,42
"g25942",3,0,2,7,22,21
"g25946",1,2,0,15,46,22
"g25949",6,0,10,29,52,35
"g25950",95,56,87,28,37,27
"g25954",28,4,9,43,34,29
"g25955",10,6,21,13,40,28
"g25965",4,0,0,0,9,28
"g25968",10,15,0,29,40,43
"g25970",49,82,84,90,131,72
"g25973",0,8,5,39,60,55
"g25972",102,54,170,54,102,86
"g25974",89,43,60,48,100,102
"g25980",539,427,215,159,183,206
"g25990",35,1,17,55,72,60
"g25991",0,7,11,20,65,33
"g25986",49,33,26,27,56,50
"g26002",4,0,0,30,59,22
"g25999",3,1,5,8,21,16
"g26022",10,2,4,4,19,14
"g26027",12,12,13,14,19,25
"g26033",3,0,0,32,30,25
"g26038",6,4,2,3,15,6
"g26041",3,0,0,34,45,9
"g26044",3,0,0,16,27,19
"g26045",3,0,0,20,38,3
"g26059",0,0,0,17,38,29
"g26084",8,0,0,8,36,7
"g26086",16,0,0,21,10,7
"g26087",1,1,0,30,39,33
"g26091",0,0,0,6,16,10
"g26092",0,1,2,3,16,9
"g26101",2,0,3,52,49,40
"g26102",2,2,2,38,50,38
"g26108",1,2,10,23,29,18
"g26122",9,0,9,18,10,18
"g26128",0,0,0,21,35,15
"g26127",2,0,0,44,16,11
"g26137",3,2,5,34,62,44
"g26141",0,8,7,52,100,61
"g26158",2,1,9,10,13,15
"g26155",46,0,0,42,25,103
"g26160",14,19,12,79,132,117
"g26161",9,4,9,34,46,49
"g26166",1,0,0,3,74,4
"g26185",3,0,0,26,18,33
"g26193",0,0,0,45,45,53
"g26197",27,0,13,104,10,76
"g26212",0,0,0,17,14,21
"g26213",0,0,0,8,18,16
"g26214",0,0,0,20,21,30
"g26215",0,0,0,13,20,17
"g26209",70,8,56,40,21,37
"g26210",5,0,9,99,54,91
"g26219",16,20,17,18,32,38
"g26229",33,34,51,14,37,46
"g26230",17,19,22,54,45,42
"g26236",0,5,0,104,80,139
"g26237",0,0,0,42,26,39
"g26235",46,13,69,12,42,40
"g26243",3,0,1,36,53,37
"g26242",130,49,75,39,55,70
"g26239",0,0,0,11,32,17
"g26249",0,0,0,22,36,20
"g26248",9,18,38,16,24,28
"g26252",2,0,2,19,37,7
"g26253",2,0,0,14,36,21
"g26250",52,20,20,12,16,14
"g26254",1,1,0,14,22,15
"g26255",5,0,0,42,59,34
"g26257",9,2,1,9,27,13
"g26258",41,109,169,54,78,60
"g26244",1971,1420,1711,163,268,213
"g26264",0,4,0,20,32,26
"g26265",80,11,19,45,107,79
"g26267",14,28,26,14,39,30
"g26268",13,0,7,35,75,51
"g26273",68,36,7,94,170,115
"g26270",1538,942,594,289,407,333
"g26274",92,114,110,42,55,38
"g26282",1183,870,1196,105,165,139
"g26283",1374,761,1040,87,153,124
"g26287",0,0,0,44,81,72
"g26288",0,0,1,18,42,30
"g26293",0,0,0,10,50,24
"g26294",0,0,0,10,30,19
"g26297",0,0,0,22,37,34
"g26298",0,5,0,17,67,30
"g26299",0,1,1,32,44,35
"g26291",3,13,9,33,91,70
"g26292",2,11,7,29,96,73
"g26296",7,5,5,13,36,18
"g26308",770,319,399,31,78,44
"g26305",2,27,3,18,23,11
"g26327",87,55,99,30,63,42
"g26328",672,444,431,63,50,39
"g26321",0,0,4,21,15,29
"g26323",0,4,1,27,59,12
"g26324",0,0,0,47,68,39
"g26325",0,0,0,12,8,6
"g26318",1,0,0,27,57,19
"g26320",54,137,37,97,216,94
"g26329",136,66,102,37,42,41
"g26331",4,6,2,49,53,64
"g26332",74,43,35,21,25,21
"g26345",50,71,44,13,42,27
"g26352",16,34,6,33,79,56
"g26353",9,6,15,58,106,72
"g26354",227,17,17,50,91,60
"g26371",17,21,11,47,101,89
"g26366",0,0,0,21,25,26
"g26355",2,0,0,65,46,40
"g26356",9,0,9,41,39,41
"g26364",4,3,4,6,12,6
"g26365",13,4,0,44,48,41
"g26386",17,16,26,14,40,12
"g26394",9,5,0,7,23,24
"g26395",2,0,2,0,15,4
"g26405",10,13,6,35,48,39
"g26409",4,7,11,30,62,46
"g26411",325,213,250,59,134,90
"g26417",1,0,0,2,11,10
"g26415",62,14,32,71,95,74
"g26416",1,2,4,15,28,24
"g26421",98,36,82,44,74,69
"g26424",49,42,36,12,17,18
"g26427",1636,1241,749,99,165,158
"g26430",32,6,29,25,32,40
"g26433",7,14,12,8,13,4
"g26436",0,0,9,18,17,29
"g26439",22,66,44,40,86,54
"g26447",0,0,0,15,25,8
"g26452",0,1,0,12,21,52
"g26460",0,0,0,3,14,8
"g26449",452,384,279,190,291,93
"g26450",186,140,89,169,278,65
"g26451",148,140,122,54,121,84
"g26455",37,55,56,85,135,73
"g26458",168,111,158,96,142,79
"g26461",21,11,0,33,60,88
"g26470",1932,1699,1044,118,239,189
"g26471",690,304,701,49,77,48
"g26485",0,0,0,12,29,27
"g26484",10,4,3,18,50,47
"g26489",7,12,0,10,9,10
"g26496",3,0,0,5,9,19
"g26502",0,0,1,11,15,26
"g26501",3,3,1,50,82,75
"g26480",0,0,0,21,36,28
"g26482",1,0,0,3,8,8
"g26506",0,14,8,24,38,13
"g26505",12,2,2,5,13,8
"g26513",5,0,1,5,12,5
"g26514",2,0,0,12,14,7
"g26517",4,24,0,11,60,23
"g26515",973,510,563,60,113,61
"g26520",2,0,13,14,20,30
"g26524",8,10,2,82,114,68
"g26531",0,2,2,20,26,50
"g26528",37,20,9,113,190,162
"g26535",52,29,46,22,53,48
"g26542",131,124,85,111,132,118
"g26538",1315,788,1014,114,122,118
"g26540",532,291,328,33,60,54
"g26541",148,87,177,112,136,97
"g26545",12,11,0,14,25,18
"g26549",42,36,17,22,60,20
"g26550",1692,877,939,125,210,145
"g26563",975,649,605,51,86,99
"g26566",0,18,29,29,47,71
"g26565",82,92,94,90,179,122
"g26574",101,99,32,24,56,54
"g26576",0,0,0,5,17,27
"g26577",0,0,0,20,33,43
"g26580",0,0,0,9,16,28
"g26581",0,0,0,8,27,13
"g26583",183,179,111,44,93,75
"g26584",2,4,0,6,25,20
"g26623",6,0,0,45,35,43
"g26610",5,0,0,37,17,59
"g26611",6,0,0,26,1,23
"g26612",393,276,259,92,96,123
"g26613",10,10,3,17,25,17
"g26614",11,2,12,20,12,7
"g26615",9,4,0,19,53,39
"g26626",0,0,0,75,21,59
"g26627",1,0,0,20,9,13
"g26628",4,3,6,9,21,12
"g26629",7,0,54,47,26,53
"g26630",2,0,0,15,23,17
"g26635",5,0,3,6,29,9
"g26644",0,0,0,169,119,68
"g26645",0,0,0,25,29,23
"g26643",19,8,0,28,36,11
"g26654",2,1,0,34,77,41
"g26661",7,0,0,65,94,102
"g26653",16,27,33,151,262,198
"g26693",1,0,1,28,17,28
"g26721",3,2,1,29,51,51
"g26724",29,0,0,23,27,27
"g26729",2,0,0,49,46,25
"g26737",2,0,0,106,67,101
"g26738",6,5,5,67,49,80
"g26742",0,0,4,0,13,37
"g26743",0,0,5,21,8,30
"g26744",0,0,0,54,29,43
"g26746",0,0,0,33,7,23
"g26748",9,5,0,100,91,74
"g26752",20,3,7,55,53,47
"g26753",8,1,12,47,55,47
"g26755",7,0,22,57,48,108
"g26777",4,0,0,14,6,12
"g26775",40,63,47,122,126,249
"g26762",0,0,0,34,37,29
"g26763",0,2,0,26,15,8
"g26768",0,0,1,22,5,16
"g26770",0,0,1,22,10,22
"g26761",4,0,0,60,59,46
"g26787",3,10,10,69,82,60
"g26786",47,127,56,42,59,34
"g26788",7,0,0,3,18,6
"g26796",1,0,0,29,52,24
"g26795",0,0,14,8,37,48
"g26800",0,0,0,7,11,8
"g26801",0,0,0,6,7,5
"g26797",32,16,3,20,30,10
"g26810",6,0,0,18,42,10
"g26821",0,0,3,27,32,20
"g26824",288,63,63,68,102,60
"g26827",361,227,244,96,112,93
"g26833",567,256,354,34,45,51
"g26840",66,23,34,73,124,133
"g26841",6,0,0,43,63,66
"g26844",7,4,0,25,33,26
"g26847",5,6,9,49,72,66
"g26850",42,18,3,16,24,14
"g26857",4,4,0,15,39,49
"g26859",11,15,0,34,54,36
"g26861",5,0,2,12,42,33
"g26862",4,6,1,12,23,28
"g26864",0,0,2,53,111,51
"g26865",81,22,44,34,45,50
"g26873",28,0,16,114,126,124
"g26871",0,4,13,17,12,28
"g26876",15,0,0,15,41,22
"g26881",0,0,0,15,27,24
"g26885",20,33,42,103,185,177
"g26886",10,23,18,47,99,51
"g26887",7,2,3,32,40,44
"g26902",37,21,27,42,51,40
"g26918",43,17,29,24,61,52
"g26922",2,0,0,3,8,7
"g26923",5,8,6,9,11,11
"g26930",0,0,0,32,46,34
"g26935",0,0,0,44,88,46
"g26942",1,0,0,8,18,5
"g26944",0,0,0,72,110,64
"g26945",0,0,0,22,16,27
"g26973",3,0,0,62,50,36
"g26978",3,4,2,25,41,20
"g26980",4,3,0,33,62,43
"g26955",0,0,0,9,45,27
"g26956",0,0,0,42,61,74
"g26986",18,10,7,20,32,16
"g26993",18,11,0,90,113,144
"g27028",16,11,27,83,83,79
"g27029",0,0,3,13,17,13
"g27030",0,0,0,35,59,61
"g27031",0,0,0,26,38,32
"g27034",0,0,0,75,124,79
"g27032",8,2,0,21,22,27
"g27033",43,13,33,12,13,37
"g27035",3,0,0,59,64,57
"g27004",0,0,0,20,18,11
"g27005",0,0,0,29,22,19
"g27006",0,0,0,76,66,67
"g27011",0,0,0,30,54,40
"g27012",0,0,0,30,72,48
"g27013",0,0,0,36,22,53
"g27016",0,0,0,30,35,37
"g27018",0,0,0,16,9,10
"g27020",0,0,0,46,82,66
"g27021",0,0,0,19,18,31
"g27022",59,45,70,27,40,61
"g27042",4,0,3,54,59,54
"g27044",87,36,59,17,33,40
"g27051",0,0,0,20,19,17
"g27052",0,0,0,4,29,26
"g27048",120,51,59,33,65,65
"g27050",4,0,0,13,16,26
"g27053",183,99,116,35,78,43
"g27076",0,0,0,7,7,8
"g27074",1,0,0,7,16,14
"g27075",2,0,0,19,24,24
"g27077",6,0,4,3,3,7
"g27078",92,18,28,59,64,61
"g27084",2,0,0,13,11,17
"g27086",113,130,80,37,68,45
"g27087",33,25,36,28,31,36
"g27089",150,67,103,53,58,84
"g27119",22,45,8,34,73,72
"g27097",0,0,0,21,73,34
"g27098",0,0,0,24,75,51
"g27100",0,4,11,18,29,17
"g27103",0,0,0,4,10,9
"g27108",26,18,23,8,25,13
"g27121",6,0,3,49,89,129
"g27124",75,98,103,84,138,144
"g27127",5,7,3,47,62,72
"g27128",3,5,3,28,34,35
"g27129",274,218,190,15,34,33
"g27131",285,239,144,56,80,87
"g27134",2,7,0,24,65,49
"g27135",196,104,128,29,80,44
"g27149",191,201,108,70,81,77
"g27157",42,42,61,14,60,51
"g27161",4,0,0,7,10,23
"g27160",11,9,4,41,104,85
"g27167",24,9,30,26,50,49
"g27192",14,4,15,32,12,26
"g27193",3,1,0,13,12,25
"g27195",7,0,0,25,41,23
"g27196",22,14,6,41,44,41
"g27174",0,0,0,5,19,12
"g27170",4,3,0,13,24,12
"g27184",756,791,512,59,99,82
"g27206",19,0,0,46,48,34
"g27207",7,1,0,16,12,13
"g27213",3,4,3,11,37,17
"g27210",66,20,24,60,106,64
"g27212",1,0,0,14,8,9
"g27222",1,0,1,18,16,19
"g27221",29,11,9,40,53,41
"g27223",38,15,39,80,117,111
"g27231",12,0,0,13,34,33
"g27234",0,0,5,91,207,173
"g27239",11,20,45,20,26,26
"g27245",494,395,434,43,84,50
"g27246",910,671,731,70,148,114
"g27248",273,467,158,173,602,316
"g27252",306,150,277,16,39,29
"g27263",5,0,0,6,22,0
"g27268",3,7,0,13,24,15
"g27269",13,12,6,10,23,13
"g27270",25,11,7,8,40,18
"g27276",73,37,93,34,47,63
"g27278",10,0,2,24,48,27
"g27281",0,0,0,13,26,20
"g27287",36,21,18,28,30,27
"g27294",2,0,1,51,56,63
"g27295",1,1,0,21,28,26
"g27297",8,9,0,15,27,17
"g27298",12,0,0,92,109,67
"g27312",1,0,0,13,11,15
"g27315",1,5,3,11,16,25
"g27323",44,14,5,19,31,39
"g27325",0,0,0,7,16,8
"g27326",3,0,1,12,13,11
"g27327",7,3,2,30,42,43
"g27328",2,2,0,5,20,15
"g27409",4,2,0,19,24,29
"g27421",4,0,0,66,15,37
"g27422",6,3,0,8,27,14
"g27426",0,0,0,22,36,32
"g27437",1,5,0,4,15,20
"g27431",8,0,0,14,37,36
"g27444",0,0,0,11,10,24
"g27445",7,0,0,6,3,8
"g27446",3,0,7,13,19,15
"g27452",5,7,3,18,24,35
"g27453",14,4,27,27,69,30
"g27454",4,0,0,6,8,16
"g27447",8,2,3,13,45,21
"g27439",0,0,0,18,31,25
"g27440",0,0,0,7,13,12
"g27441",0,0,0,14,41,32
"g27443",0,0,0,1,3,5
"g27458",21,7,4,32,48,29
"g27455",5,4,0,8,12,19
"g27478",0,0,1,26,24,17
"g27488",4,0,9,30,47,49
"g27493",46,15,27,25,18,22
"g27502",2,0,0,2,22,1
"g27519",41,31,12,21,45,12
"g27521",2,7,6,8,21,27
"g27527",23,6,3,9,35,37
"g27535",0,0,0,17,26,26
"g27537",17,0,0,16,15,39
"g27540",46,33,1,20,18,35
"g27549",0,0,0,3,5,4
"g27550",0,0,0,11,13,24
"g27552",594,546,287,107,222,171
"g27554",5,0,12,9,16,24
"g27555",132,61,59,35,91,43
"g27566",101,58,173,50,60,117
"g27589",11,7,15,15,23,26
"g27595",1,2,2,66,73,58
"g27598",0,0,0,12,22,26
"g27599",0,0,0,25,41,39
"g27601",42,69,37,40,42,28
"g27603",1,1,0,10,31,25
"g27613",0,3,4,10,10,8
"g27614",33,0,0,24,39,19
"g27615",0,0,1,35,85,9
"g27616",12,38,18,48,78,64
"g27634",152,97,142,42,100,79
"g27637",114,60,15,48,73,78
"g27642",38,17,34,11,26,20
"g27652",1,0,0,2,9,13
"g27657",1,0,0,20,37,43
"g27658",2,0,0,6,10,6
"g27659",8,0,1,14,36,43
"g27661",0,0,5,10,34,14
"g27665",19,29,36,9,16,20
"g27669",1,0,0,5,4,8
"g27682",10,0,3,8,6,9
"g27697",0,0,0,14,21,14
"g27698",0,0,0,9,25,25
"g27719",17,66,18,38,56,24
"g27722",5,5,5,27,47,29
"g27731",920,373,333,140,279,197
"g27738",40,23,21,18,36,12
"g27753",14,10,15,22,23,25
"g27754",4,2,5,73,49,51
"g27743",25,11,50,13,32,35
"g27744",42,18,37,20,54,44
"g27759",0,0,0,16,18,26
"g27760",5,11,15,14,110,39
"g27758",86,38,18,76,22,132
"g27765",11,26,1,41,65,48
"g27768",3,3,1,29,36,22
"g27770",7,3,1,21,33,30
"g27763",0,5,0,33,45,32
"g27762",39,4,34,32,33,33
"g27764",30,19,13,24,60,19
"g27775",21,48,15,18,25,59
"g27779",11,1,15,28,46,25
"g27776",545,360,424,38,78,51
"g27783",50,64,47,23,46,52
"g27784",1,2,1,25,56,26
"g27796",25,4,8,29,48,46
"g27797",24,9,13,11,7,6
"g27802",2,0,7,26,39,57
"g27803",165,34,30,33,61,56
"g27804",17,2,0,15,22,10
"g27814",59,48,68,42,66,34
"g27819",29,48,64,39,75,42
"g27823",5,2,2,29,51,24
"g27826",5,0,11,27,60,28
"g27817",15,7,4,31,53,52
"g27818",264,136,128,80,160,98
"g27833",0,0,0,18,27,46
"g27832",2,0,4,21,53,18
"g27834",14,37,35,25,47,71
"g27838",42,17,14,58,109,73
"g27839",84,43,103,38,78,43
"g27849",44,90,25,67,133,81
"g27850",91,122,97,36,73,49
"g27858",33,27,22,33,61,46
"g27859",44,65,55,40,87,48
"g27861",595,372,302,100,151,119
"g27875",5,12,0,68,88,69
"g27876",4,0,0,87,94,52
"g27874",56,90,78,58,75,64
"g27877",0,0,0,60,69,53
"g27878",7,0,0,69,71,65
"g27879",9,35,57,30,61,76
"g27880",40,39,18,24,31,22
"g27882",188,162,95,103,182,142
"g27884",572,389,572,45,70,65
"g27887",333,249,316,30,39,42
"g27892",0,0,0,16,14,18
"g27890",519,391,433,25,72,54
"g27891",99,63,140,39,57,34
"g27894",353,320,231,19,57,28
"g27896",21,18,27,27,32,14
"g27899",0,1,0,14,28,20
"g27902",0,0,0,23,13,15
"g27906",19,16,12,41,56,41
"g27912",0,0,0,13,4,14
"g27913",0,0,0,8,4,24
"g27915",0,0,22,26,24,37
"g27921",598,266,528,45,40,50
"g27926",19,6,31,49,40,29
"g27930",21,0,25,12,22,19
"g27939",7,33,25,33,55,61
"g27945",0,0,0,6,15,10
"g27944",1,0,2,12,32,22
"g27946",2,0,0,6,9,15
"g27950",3,0,3,46,62,34
"g27954",7,7,9,33,69,37
"g27934",6,7,2,37,75,57
"g27962",14,0,0,9,53,91
"g27969",4,0,0,15,30,27
"g27972",17,2,0,19,41,25
"g27981",0,0,0,11,31,12
"g27959",21,13,40,33,57,29
"g27960",3,1,5,22,30,26
"g27984",4,3,2,7,21,29
"g27982",0,1,1,0,14,9
"g27991",10,0,0,16,15,12
"g27997",44,31,60,33,54,14
"g27999",227,100,150,84,79,83
"g28021",8,0,4,14,18,35
"g28003",595,278,400,28,59,48
"g28007",37,4,15,15,14,26
"g28023",1826,1186,1684,143,176,166
"g28030",21,3,52,206,289,279
"g28031",5,0,10,13,12,18
"g28033",13,5,2,51,88,76
"g28035",4,4,0,5,25,14
"g28056",34,26,14,96,105,68
"g28078",145,139,121,31,53,52
"g28084",162,38,135,51,48,49
"g28098",0,0,0,29,35,17
"g28099",0,0,0,13,20,31
"g28110",3,0,0,14,35,9
"g28115",4,0,0,20,16,17
"g28128",3,14,14,19,24,30
"g28123",130,67,131,38,63,49
"g28133",188,126,195,77,100,102
"g28136",0,0,0,23,9,17
"g28134",15,4,6,11,32,22
"g28135",79,41,55,14,42,48
"g28137",3,0,2,6,27,6
"g28145",211,98,130,47,86,66
"g28153",4,5,11,15,31,47
"g28154",13,37,47,41,34,50
"g28163",22,10,7,17,41,29
"g28164",78,30,34,19,54,41
"g28168",0,0,0,23,48,33
"g28169",6,0,0,23,20,24
"g28170",406,105,78,68,116,103
"g28173",17,6,4,19,43,18
"g28188",0,5,0,23,54,44
"g28194",407,136,208,75,97,94
"g28181",0,0,0,45,44,31
"g28185",0,0,0,3,30,18
"g28177",344,243,260,24,34,34
"g28182",10,3,5,30,68,61
"g28197",333,203,196,77,73,81
"g28201",29,18,69,40,39,40
"g28205",34,9,7,20,50,34
"g28206",9,5,1,13,35,18
"g28207",8,6,2,19,30,29
"g28222",0,2,3,8,15,22
"g28228",7,0,0,26,14,11
"g28225",68,29,85,42,34,24
"g28230",9,0,0,20,29,12
"g28227",0,0,0,29,10,14
"g28231",0,0,15,11,53,12
"g28232",0,0,7,12,22,16
"g28239",5,15,5,56,43,25
"g28244",7,22,8,22,28,14
"g28248",1536,869,711,107,147,122
"g28255",31,19,70,45,53,53
"g28251",1226,775,804,73,133,101
"g28259",6,13,25,34,39,41
"g28258",101,64,89,25,40,24
"g28264",34,58,67,28,36,46
"g28276",44,0,40,64,122,74
"g28280",0,0,0,18,14,23
"g28281",2671,1328,1314,181,261,202
"g28285",74,69,36,29,27,40
"g28287",86,59,81,36,54,57
"g28288",69,31,78,21,28,57
"g28290",0,0,0,8,36,24
"g28291",199,143,191,63,109,91
"g28293",10,5,3,8,13,13
"g28295",0,0,0,3,15,5
"g28297",23,0,5,16,24,22
"g28303",49,59,54,43,126,126
"g28308",12,21,63,25,54,62
"g28310",0,0,5,21,14,15
"g28305",29,17,22,28,50,28
"g28306",80,22,43,26,56,30
"g28319",10,9,14,10,31,29
"g28322",66,28,12,70,77,85
"g28323",6,0,0,10,17,9
"g28325",4,0,0,35,40,43
"g28326",0,0,0,27,34,28
"g28329",13,0,25,46,67,34
"g28346",2,0,0,8,12,16
"g28344",44,58,54,50,62,53
"g28352",1,0,2,24,15,47
"g28351",44,96,89,37,80,48
"g28355",14,4,11,85,91,84
"g28364",7,2,0,14,38,21
"g28369",0,0,0,35,53,35
"g28368",23,4,7,25,33,24
"g28380",5,0,0,15,28,21
"g28382",0,0,2,33,21,19
"g28383",11,0,0,11,5,6
